review_text,rating,helpful,funny,playtime_forever,playtime_at_review,playtime_last_two_weeks,timestamp,datetime,playtime_forever_hours,playtime_at_review_hours
"Great atmospheric game, great graphics, great gunfight mechanics that make using stealth a lot less viable. On negative side - still have some bugs and problem with commands in tight spaces. Overall positive experience, with more support from the team could be excellent",True,0,0,3284,3284,0,1662647656,2022-09-08 14:34:16,54.733333333333334,54.733333333333334
"Awesome real time tactical game with huge focus on stealth. The mechanics of the game are truly fun and sometimes make you feel like you are playing a sandbox tactical game in which you just kill german soldiers in a way YOU want and YOU prefer. You can kill everyone without them even noticing you, go guns glazin' style and just shoot everyone, set traps and make them try to find what that was while you sneak behind their backs and so much more. It is really awesome how rich the tactical side of this game is. One of the best things the game offers is the [b]tactical mode[/b] that slows time and lets you choose what to do with each of your partisans. The game has a big potential for replayability with it's many ways of achieving a goal of a mission (the tactics, the skills of the partisans or the selection of partisans you made in the beginning of the misson). Every partisan has something unique...but I think that everyone will have their most favourite set of 3 partisans like I do. The pre-missoin phases inside the camp is a nice way of gaining resources and experience even tho later in the game it is the ""boring"" part of the game. I was able to find quite a lot of bugs for this kind of a game but nothing too serious. The only thing I really hate about this game is tha fact that you have to buy a 10€ DLC to be able to play a defence game mode...

Over all I give Partisans 1941 solid [b]8.5/10[/b]",True,0,0,1526,1235,0,1662394152,2022-09-05 16:09:12,25.433333333333334,20.583333333333332
"Great game, just like Comandos but with more modern gameplay elements, like character progression, skill tree, cover system and resource management.

Solid 20 hours of fun in campaning mode, I haven't tried but there is some replayability opportuinities in the game, could go up to 50-75 hours before the game becomes to repetitive.",True,0,0,1211,1208,0,1662386268,2022-09-05 13:57:48,20.183333333333334,20.133333333333333
"An excellent game, I like the strategy, stealth, characters, and challenges. So rarely do you get to play as civilians killing Nazis.
Could use some small fixes, like having less actions tied to the left click or consistent autosaves. The first level autosaves to lull you into a false sense of security, but every level after that you should save regularly.",True,3,0,2179,1164,0,1662273688,2022-09-04 06:41:28,36.31666666666667,19.4
"Do you love Commandos, Shadows Tactics and Desperados? You don't mind mildly annoying bugs? Then this game is for you!

Unfortunately it could have been polished a bit more, the most annoying bugs are:

- You order a mine to planted, the character goes to the location and does nothing, you need to order again.
- You quick save exactly when enemies are moving away, then you're caught and quick load, the game will resume with enemy approaching each other, now you have to wait until they separate again. Quick loading again does not help.
- Picking up a body sometimes is challenging, you need to order more than once or you accidentally click on the loot button.

Setting aside those minor bugs it is game a nice, as in any WWII game it's fun to kill nazis!",True,33,0,1343,1343,0,1661811475,2022-08-29 22:17:55,22.383333333333333,22.383333333333333
"A game from the Russian perspective is relatively unique. Gameplay is solid, with a few overpowered abilities that make the game more fun. The dreary tone is both refreshing and a bit of a bummer. 4/5, nice job devs!",True,12,0,2646,2646,0,1661685025,2022-08-28 11:10:25,44.1,44.1
"The game is okay, mostly. Compared to e.g. commando's I like how there is less punishment and even a bit of satisfaction reward for setting up ambushes and then having a shootout, provided you can get yourself in a good position ... which is where the main problem starts.

The controls are terrifyingly bad. You will find yourself clicking on things and characters doing something else. Or just nothing at all because you are actually supposed to click on the little icons that appear when you hover over a target. Or they will switch to their loud weapon when you're not paying attention and you try to sneak up on someone and they will grab their gun and alert the entire map. Or when moving as a group 2 people will stay on one side of the fence while the other will happily run around and get shot. When there are multiple click-targets over each other I can guarantee you that you will pick the wrong one.

There doesn't seem to be any logic in getting shot vs getting a wound. I've had one of my guys get shot once and get wounded while I had another one at only a sliver of health left and he was fine.

Even something like sorting your inventory doesn't work like you would expect. What it does is compress empty spots. What it doesn't do is put the same type of ammo next to each other in a neat little row. It doesn't really matter for the gameplay but it just.. bothers me.

I paid 6 currency units for this. Because of that I am not going to feel ripped off. Just disappointed.",False,0,0,314,314,0,1661601467,2022-08-27 11:57:47,5.233333333333333,5.233333333333333
"I'm giving this game a thumbs down for two main reasons.

1. Hard mode has no saves or no check points during certain mission. So, if you've spent hours on a mission to 100% the map, and mess up just once, you get to redo the entire mission.

2. If you use the SELECT all character function, go into the menu, get out of the menu, and forget to turn off the SELECT all, and start moving, you can royally mess the entire mission if your characters are spread out on the map. While you're thinking you're moving the one character, you're moving another character into enemy territory. And there's no option to UNSELECT all character.

Other than those two personal gripes, this game is alright if you like stealth.",False,0,0,4291,1523,0,1661589888,2022-08-27 08:44:48,71.51666666666667,25.383333333333333
"Game is a scam, DLC doesn't have a sandbox mode even though it's advertised. Game is extremely intensive to run for no reason, basically a rip off of Men of War Red Tide.

Refund pending.",False,0,0,27,27,0,1661566874,2022-08-27 02:21:14,0.45,0.45
"Awesome - buy it!

Why?

If you enjoyed playing Commandos back in the day, then this is the closest thing you're going to see to a fully modernised sequel.

This is the 3rd game in the same genre from Daedalic after Shadow Tactics - Blades of the Shogun and Desperados III. If you enjoyed either of those then you're going to enjoy this.

For me this is the best real-time tactics game Daedalic have released so far. It goes further than their previous titles by adding in a home base where you can build up your camp, make food, modify weapons and go on interim missions to gain resources for crafting. Now this aspect of the game isn't very developed as yet and is a bit simplistic, but it adds a new dimension to the genre and gives the campaign missions a feeling of continuity as the resources and weapons that you scrounge during a mission can be taken back to base and shared among your group of partisans.

The graphics are excellent, although I'd like the zoom to be able to zoom in a little closer.

Controls are pretty good, though as usual with these games the characters don't always do eaxctly what you tell them and they sometimes go loud when you don't intend them to. However in Easy and Normal modes you can save and load at any time and the save/load times are very quick so it's easy to re-load a save if it all goes pear shaped.

I'm not a big fan of story based games, but the story in this one is pretty good. Historical accuracy is also good.

This is one of those games where I felt trult saddened when it ended, that I will miss the game characters now that the war is over and it'd be great to see a sequel to this.

Any negative reviews that tell you ""just play Shadow Tactics"" or ""just play Desperados III"" - ignore them. Play all three!",True,0,0,3936,1877,0,1661115004,2022-08-21 20:50:04,65.6,31.283333333333335
"Finished the game in about 16 hours, so a decent amount of gameplay.

The game is good, different to other stealthy games because gunning down the enemy works a little too well. I had to limit myself to only using knives to make the game more fun.

Overall gameplay and level design is fine, and if you are a fan of the genre its worth playing. The levelling system is quite fun and an interesting addition to the genre... but realistically as I was only using knives I just levelled the characters that revolved around that play style. 

I think there are so many quality of life additions that could be made. To name a few: an ""autofill"" option in camp rather than having to assign the same partisans to the same jobs every day. The placement of bottles is a bit buggy, sometimes you can place them from a small distance, other times your partisan has to move to the exact spot. Inventory management is a total mess, and gets quite frustrating... luckily if you are using knives you really don't need to loot anything to win the game. Oh yeah, and enemies are really really bad at using doors.

I didn't encounter any game breaking bugs or issues.

Overall its an enjoyable game - if a little tedious at times, and if you like the genre definitely worth playing. 6.5/10.",True,1,0,983,983,0,1660568491,2022-08-15 13:01:31,16.383333333333333,16.383333333333333
"its a great game. one thing that i dont like is that the enemy inventories get randomized. its not randomized at the beginning of the level, either. Enemies dont just spawn in with random inventories. instead its randomized at time of searching. so if you search an enemy, dont like what he has you can just load and search again. thats a rubbish system. whats worse is you put down a bottle, enemy goes and picks it up and you kill him right away. no bottle in inventory. its now lost.",True,3,0,1091,855,0,1660404984,2022-08-13 15:36:24,18.183333333333334,14.25
"I really want to love this game, there's a lot about it that is fun. But good lord is it a buggy, unoptimized, frustrating mess. When it works how it should its wonderful, but thats so rare with it that it's just not worthwhile.",False,2,0,1847,1838,0,1660251598,2022-08-11 20:59:58,30.783333333333335,30.633333333333333
"Good game. But stealth missions ""if you're spotted you're finished"" combined with timer ""you're minute to clear the square is up are not my thing. So I politely give it a thumbs up but stop before I get really annoyed.",True,0,0,459,459,0,1659894147,2022-08-07 17:42:27,7.65,7.65
"A very nice squad-based RTS made by a small studio. It has some rough edges but nothing deal-breaking (Zorin's knife throwing ability felt like a cheat at times).
The game is build upon a classic gameplay formula of Commandos, Desperados, and Blades of shogun and utilises it with respect. Battle puzzles are interesting, maps and mission goals are diverse enough.
As for the story and characters, well, it's not Metal Gear Solid or some tear-jerking war drama neither it needs to be. It's just something that absolutely could have happened, and people like that lived and fought, enemies and numerous collaborators alike. 
It does Russian history justice for a change. Won't fit certain narrative, though, but that's what CoH2 is for.
Good game.",True,0,0,2023,2023,0,1659888641,2022-08-07 16:10:41,33.71666666666667,33.71666666666667
"The efficient way to play is f5 to quicksave after every successful reposition and kill. This is not a good (de)sign.

There is a bug that stops the main rifle character from firing any weapons during the last 3 missions, some of the hardest of the ~15 in the game. Multiple threads about it in the game discussion board, common issue.

It's a fun game sometimes, has some style and interesting systems. But the developers are gone, so the frustrating endgame issue and others will not be fixed. It didn't get the fine tuning it deserved.",False,0,0,2922,2922,0,1659677334,2022-08-05 05:28:54,48.7,48.7
"As an X-COM and Silent Storm fan, I got really excited about this game.
While it looks like a cool strategy at first glance, it actually gets very repetitive after a while.
All the missions are like:
- scout the map, walk through bushes that make you invisible
- set up a perfect ambush by surrounding a group of enemies
- die immediately and try again if you messed the previous up
- repeat for how many enemy patrols/guards there are on the map
- collect 27 bullets, one gun and a can of beans from 8 corpses
Scouting, killing single enemies one by one, preparing ambushes and quick saving/loading is like 97% of the time, the rest is actual firefights that happen so quick you barely manage to command your troops to throw a grenade.",False,0,0,638,638,0,1659630753,2022-08-04 16:32:33,10.633333333333333,10.633333333333333
"This is a strategy game similar to the old Commandos but without the deep strategy and gimmicks. As almost every Daedalic Game it has a lot of things but lacks of depth. It's not a flaw it's just like they do everything. 
Game has a good story, solid mechanics (even if they are a bit repetitive).
Now why the negative review? 
There are two major issues which made the game unplayable and unfun, unless you savescum a lot.
First, and this is a VERY stupid issue, putting common \ powerful \ elite enemies in a realistic strategic game is dumb as hell, almost as dumb as ""weapon rarity"", which is in game but whatever.
A bullet is a bullet, doesn't matter if you are a common grunt or the general of the SS. This is WW2 not modern warfare, if I shoot you hitting 100% you die, no matter your grade or how much experience in the army you have.
During gunfights, even if you ambush them, under cover and the guy is on plain sight you STILL have to hit him a lot of times before elite enemies die. This is stupid. Normal grunts usually die in one hit, from silver and over its like they are bulletproof.
The second issue is the fact that cones of vision and hearing ranges are completely bonkers and they will screw you around. I can't stress enough how much this is important in this kind of game.
There is absolutely randomness on when it does happens. A patrol with a dog can ignore the corpse you left far from them and the fourth time they do the same route they find it, and you are far in the map cause you thought ""ok that’s fine they will not find it”.
Also enemies can see trough a 20x20 window near the roof and spot a corpse you left on the floor. Height differences are completely ignored, even if you clearly see the cone of vision ignoring that zone.
Hearing is absolutely random, a corpse falling alert people over solid concrete walls on time, another time is ignored by the guy at 2m from them.
This stuff can't happen in those games. Playing on hard or without a finger on the quick save is impossible, there is too much uncertainty on how things works that makes this game a pain to play. You can be the best master planner in the universe, something will screw up.
In the end I kept playing but some missions are excruciatingly painful for this issue.
It’s not a bad game but needed more fixing and design competence.",False,1,0,1145,307,0,1659016919,2022-07-28 14:01:59,19.083333333333332,5.116666666666666
"I wouldnt pay any more than £5 for this game.

The HUD is pretty crap, given the fact you have a compass for absolutely zero reason.
Interacting with things such as doors, crates, lockers, boxes, bodies can be really really sketchy, if you miss click you might accidentally run somewhere else or shoot someone.

CONSTANTLY trying to look a body or pick a body up and the button disappears because theres multiple things in the same zone.

The cover system is absolutely ♥♥♥♥♥, your guys and the enemy seem nearly invincible while in cover and the LITERAL SECOND you dare unclick cover to flank the enemy you are instantly shot unless you reach level 12 and unlock roll. Roll also does not immediately put you in cover so there are still seconds they can shoot you.

AI wil all react and shoot you nearly instantly giving you zero safety net if you mess up. Load quick save hotkey will be your most pressed button.

Game is also pretty poorly optimised considering im getting 40fps on any setting with 100% cpu usage 9600k. 

Hostile nades are also instant kills. Let's say you're in cover, fighting off 5-10 Germans and one decides to throw a grenade. 
If you're lucky enough to actually be looking at the soldier throwing the grenade and notice it, if you decide to run away and unclick cover. INSTANT DEATH for that character.

95% of the time though, you will not notice a nade has been thrown as the only warning is a 2-3 second timer in small white text under your character. 

I've probably got £5 worth of gameplay from this game, but honestly some of it is tedious and bullshittery.",False,6,0,1018,1018,0,1658977381,2022-07-28 03:03:01,16.966666666666665,16.966666666666665
"I've played very few games which have earned the right to mention the Holocaust in their story. WW2 games are so often indulgent, desensitizing, gentrification of the most atrocious period of European history. Partisans 1941 is such a game that deals with its subject manner in a way that's tactful, honest, inglorious, and grim, thus following through on the seemingly insurmountable challenge of merely mentioning the Holocaust within the context of an action-entertainment product. 

If one gets invested in the story (not for everyone because it unfolds slowly within a very drab and solemn atmosphere), one finds that they grown sincerely dedicated to the tragic fate that the partisans find themselves in. You gain personal attachments to the characters; a little boy weilding a shotgun that's bigger than him, a busybody nurse who's compassion is a sacred blessing as well as lethal curse, a wandering assasin who's committed his life to satiating his bottomless thirst for bloody vengence, all these personalities and more become trusty companions, fulfilling unique roles and bearing unique and complex interpersonal burdons. This dark and haunting atmosphere is not for everyone. Some people will be put to sleep by it. As for myself, a huge history buff, this game scratches a kind of itch which most other WW2 games can't. 

The gameplay is truly engaging, immersive, and even hypnotic. When truly on a roll, the player may feel truly in touch witht that primal, hunting instinct. Looking at a map full of 80 nazis then, an hour later, seeing a graveyard full of 80 dead nazis, knowing that YOU made that happen with 3 Russians (one with a broken arm and having used around 200 rounds and a knife), you feel a sense of power that can't be accomplished through button mashing or spraying and praying. You have to get creative, take a breath and assess the situation, use your loot resourcefully, backtrack and try again, and otherwise engage in mentally engaging tactical executions. It isn't all just winding a clock though. Sometimes, timing things just right is what's needed to get out of a situation. 

That said, like sex, once things get going and the stealth gloves come off, that's when the real fun begins. The action is like nothing else. It is so damn exhilarating. Firefights may last only 1 minute or so. However, in that time frame, you're still required to make quick and decisive decisions. The character animations as they duck in cover, change stances to reload, and sprint across firing lanes heightens the stakes and offers a sight for the player to behold. This cycle of silence and caution which suddenly explodes into raw, unhinged fun violence is extremely rewarding. Even more rewarding when your play unfolds perfectly and you can just sit back and enjoy as the Nazis hit the floor. What looked like 15 nazis initially turning into 15 dead ones in 5 seconds as the smoke clears is like no feeling you can get from and RTS or sniper elite. 

That said, 
There is a massive issue with bugs in this game. It is severe. So severe that one may lose or need to restart missions simply due to bugs. Bugs are usually just annoyances, but in a STEALTH game that requires precision at its core is irredeemable and unacceptable. 

The game takes an EXTRAORDINARY amount of patience to play. Add bugs to that and you can imagine why this game will not appeal to 90%  of players.",True,58,5,5559,3913,0,1658777109,2022-07-25 19:25:09,92.65,65.21666666666667
"If you liked Commandos and Hidden & Dangerous franchise in the past, then this will remind you of both in a way. Theres some glitches that appear and affect pre and post quick saves with them guards alertness thru the walls which to my knowledge remains un-doable and will put you in dire situations if you dont quick save so often. Apart from that little issue, game seems to be quite polished, only I would love even closer zoom-in or straight up FPS view regardless the ugly low res textures once the switch would be possible, i'd still love the game and replay it in a spirit of H&D game. If you wont buy it at a full price then I definitely recommend it once on sale. Do not miss out on this.",True,3,0,2595,1448,0,1658525731,2022-07-22 21:35:31,43.25,24.133333333333333
"Start mission, mission states you need to pick and item up from a location. Go to location and pickup item, location gives hint ""use character 2"". Item doesn't transfer to inventory, item no longer remains in location. Go to next objective, you don't have the item you need for this. Okay, restart mission, pickup item with character #2. Item doesn't transfer to inventory, item no longer remains in location to pick it up from. Go to next objective, you don't have the item you need for this.",False,3,1,195,195,0,1658355784,2022-07-20 22:23:04,3.25,3.25
"I'm on day 12 in-game. The gameplay is not as smooth as Desperados or Shadow Tactics but it's good enough that it's fun. Auto-crouch and -walk when close to enemies is a great QoL improvement over the other games. The only real downsides are the unintuitive menus and UIs. Info panels on mouse hover and moving some actions (loot/pickup) to the keyboard would help. 

If you like Desperados and Shadow Tactics, I recommend getting this game on sale.",True,0,0,2201,602,0,1658249650,2022-07-19 16:54:10,36.68333333333333,10.033333333333333
"It seems as a decent successor of Commandos, however I found it quite boring. The game has tons of little bugs and UI/UX issues. Things like total inventory freedom, which seemed like a nice thing at the beginning, turned out to be something that killed the game for me - ammo is limited and playing stealth is safer, so rather than going guns blazing I was going for missions with just two knives, to also bring back from the mission more equipment. And it got boring.

[list]
[*] sort doesn't stack ammo, and when the inventory is almost full [b]it breaks the UI and deletes items[/b]
[*] soldiers sometimes don't react to commands, especially those like picking/dropping a body
[*] after loading a saved game the soldiers don't continue their orders, everything is cancelled; also their ""passive mode"" gets reverted back to disabled
[*] after cut scenes, all your soldiers orders are cancelled
[*] non-intuitive controls settings
[list]
[*] cannot change any controls unless you flip some switch from ""default"" to ""custom""
[*] cannot use both mouse and keyboard for camera movement
[/list]
[*] quick load loads the last save, not the last quick save
[*] it's very easy to accidentally delete an item, no confirmation needed...
[*] cannot double click to move the item from storage to soldier inventory, despite what the tutorial says
[*] cannot load ammo to the weapon while in the camp (between missions)
[*] sometimes it's not possible to transfer items between characters, claiming that the character ""is busy""
[*] characters sometimes get stuck while moving
[*] yellow high quality colour is almost identical to grey which is worn out
[list]",False,4,0,661,661,0,1658247140,2022-07-19 16:12:20,11.016666666666667,11.016666666666667
"Earlier missions are Ok. Pretty engaging

Later Missions involve you sitting in a bush and micromanaging your troops outside of sniffer dog radii, except you can only see the detection radii of one troop at a time and you have to click on them to do so. 

Basically means some stages of this game just involve sitting in a bush and reloading the game until you get it right because sometimes a dog or soldier might detect you and sometimes they don't. 

Oh, and the moment you *are* detected everyone in the immediate vicinity rotates on the spot to face the general direction of your partisans and mows them down. Even if they're hidden in bushes. 

Possibly worst of all is when bodies are discovered, in which case the enemy, rather than fanning out and searching, will either stand around doing  nothing in the general vicinity of the body, or B-line directly to your position and open fire, even if you're across the map.

The controls aren't exactly ergonomic either, sometimes you go to retrieve loot or a thrown knife, and end up picking up an adjacent body and exposing your entire squad because the button prompts appear basically inside of one another. 

It could be a really great game, but it feels like there's so much it could of done it didn't, and it lacks the polish necessary to make what it did do exceptional.",False,7,0,1049,904,0,1658136022,2022-07-18 09:20:22,17.483333333333334,15.066666666666666
"This is overall a good game, very addictive, and last but not least, it was challenging enough to enjoy the game.
What I liked:
- It's up to the player to play stealthily or head-on shooting, the second one was difficult to me and I think it could get messy easily. Except the final mission, when it's no way to play a stealth game when killing the commandant
- All combat outcomes were unpredictable, you can replay a combat and expect the results to be different
- Base camp was a cool idea
- Some very useful skills that can be utilized over and over again, like Massacre, Knife throwing or Whistle
- Good story
What I did not like:
- Clumsy controller, sticky hot keys. Sometimes, keys were pressed but nothing happened
- Auto Path finding needed improvement
- Looks like there is no new game+ mode where players can replay the game with acquired weapons and skills",True,0,0,1532,1532,0,1657932996,2022-07-16 00:56:36,25.533333333333335,25.533333333333335
"As someone who's thoroughly enjoyed similar games to this (Shadow Tactics: Blades of the Shogun, and Desperados III), I picked this up during the summer sale expecting an awesome experience, especially since I enjoyed the demo of this game back before the full game was released. However, in practice, the game feels much less satisfying than similar titles, with an uninspiring and boring story.  

The first issue i have with the game is just how RANDOM it is. you only have a random chance to avoid hits when in cover, you have a random chance to hit enemies based on distance (you can even miss shots point blank if you're unlucky), you have a random chance to completely blow your cover when trying to stealth kill certain enemies if you don't have the skills for it. All of this randomness combined just made me feel like the only way I could properly complete a mission is if i save-scummed constantly. 

Second, not only is the story bland and uninteresting, but the characters are rather boring both in terms of personality and in terms of their skill sets. You simply throw them a gun they're a little bit better with and MAYBE they get a unique skill or two. As of the time I gave up on trying to enjoy this game, the only unique skills I had were the main character's throwing knife, and a child's abilities to disguise and to stun enemies with a slingshot (which was borderline useless, as you had to kill them before they woke up or your cover would be blown. Basically a worse throwing knife). Additionally, most missions I played forced me to stay completely undetected and/or never fire my weapons, which meant that the only way I could safely navigate the missions was by spamming the throwing knife and disguise abilities, while my third character sat there doing absolutely nothing the entire time as they were useless in terms of their skill set. What's the point of having so many weapon skills in the character's skill trees if you can't even use them most of the time? 

Overall, I would not recommend this game to anyone, as much better versions of this game exist already. 

TL;DR: Just play Shadow Tactics or Desperados III instead.",False,22,0,172,172,0,1657753767,2022-07-13 23:09:27,2.8666666666666667,2.8666666666666667
"The game has pros & cons. 
Pros:I liked the synergy between characters, the story is good, The Russian Voice acting is the best compared to other languages. 
Cons: Every now and then there are some technical glitches, enemies can see through walls sometimes or when one partisan is detected, all of the others are detected as well. 

With that said, i still really like this game and will play it again.",True,0,0,2314,1794,0,1657388722,2022-07-09 17:45:22,38.56666666666667,29.9
"Love these (this and Shadow Tactics) this one still has some ""features"" that they fixed in Shadow Tactics, so play this first so it wont feel like going backwards to a Beta. If you like Hitman, try these out, similar ""stealth"" tactics but with a team (and Hitman is a FPS style rather than almost a 2D above view) I actually prefer these over Hitman, but they are kind of short, only a couple weeks rather than months worth of playing.",True,0,0,7526,7526,0,1657286991,2022-07-08 13:29:51,125.43333333333334,125.43333333333334
"This would be my very first negative review on steam.

Before I start, I would like to point out that this game was gifted to me. I did have it in my wishlist and was going to purchase it any way.

I'm writing this review after having finished the game once. I was playing through the game a second time and I felt like I was pointlessly torturing myself - I was already miserable on my first playthrough.

The main issue I have with this game is how dull it is, like it is mind-numbingly boring. The main characters absolutely fail to inspire me. The campfire dialogue is interesting but lacks depth. The story is soooo bland.

The gameplay is extremely repetitive. I feel like I'm working in a factory while playing this game.

This is the type of game that you'll buy in a sale, play for like 20 minutes and never ever touch again - it really isn't fun.

The hours and hours you'll spend doing each mission aren't really worth it because there is no real plot to the story.

At least this game is better than Shadow Tactics: Blades of the Shogun (which is an even worse game made by the same company). I don't even feel like finishing Shadow Tactics, it's just sooo boring, at least I finished Partisans...

You may like this game and may even find it fun and that's perfectly ok. I just didn't like the dull and grindy nature of the game.

Oh did I mention, that this game is sprinkled with little bugs? I hated having to reload a save just cause my character got stuck coming out a locker. The game has even crashed a few times, but I believe that's cause it's running on unreal engine which I don't care about - yes the unreal engine makes everything look nice but I play old ass games that have far better story to them even if they don't run on the most fanciest of game engines.",False,5,0,2756,2756,0,1657067892,2022-07-06 00:38:12,45.93333333333333,45.93333333333333
"Absolutely recommended by me!

Has a few forgivable bugs and is not quite as ""cleanly"" programmed as the current gamedev kings of real-time tactics games (RTT): ""Mimimi Games"" with ""Shadow Tactics"" and ""Desperados 3"". But no comparison to the disaster of ""Commandos 2 HD Remaster"". 

I also find the combination and approaches of ""inventory management"", ""RPG like skilltree"" and ""base building"" to the RTT genre very interesting and a cool idea!

All in all, ""Partisans 1941"" is a very good game - buy it!",True,0,0,1805,1092,0,1657058843,2022-07-05 22:07:23,30.083333333333332,18.2
"Basically Robin Hood: The Legend of Sherwood.
Basically Shadow Tactics: Blades of the Shogun.
Basically Desperados.
Basically ...

Classic top-view strategy micromanagement. This one is a soviet partisan group vs nazis. Unfortunately, stealth is usually the best and most tedious way to progress the mission, and it gets repetitive by the end. However, the game is fun and it does offer some depth in its mechanics. It could use some improvements in the stealth area tho — excellent value when on sale.",True,0,0,1108,1108,0,1656504150,2022-06-29 12:02:30,18.466666666666665,18.466666666666665
"Way too buggy and trash design.

1. Corpses overlapping each other and prevent UI interaction. For example, you won't be able to loot a corpse unless you move the corpse which lying on top of your target corpse. And you got a character number indicator over your character, that will also prevent you from looting the corpse if it overlaps with the loot icon.

2. The melee killing animation will make your character move one steps backward. If your character happens to melee an enemy unit when there's obstacle right behind him/her, your character will be pushed into inaccessible area and therefore unable to move again.

3. Dogs in this game are so superior that you can't preemptively order your character to melee them. You only have 3 options, wait for them to launch attack then automatically counter attack, use the consumable to keep them away or shoot them with guns.

In a nutshell, the story and mission design are actually within standards, you can pretty much enjoy it if you enjoy RTT type of games. But I would not recommend to play it with maximum difficulty setting due to the trash design and bugs mentioned above, as it will prevent you from creating save during the mission. And you will basically have to restart the mission if it happens.",True,0,0,1156,823,0,1656381711,2022-06-28 02:01:51,19.266666666666666,13.716666666666667
When i bought the game i was a little concerned based on some of the negative reviews and expected to refund it before the 2 hours were up but before i looked again i had played for 8 hours straight.   It's been a while since i have been that immersed in a game and i cant wait to play some more.,True,0,0,1564,487,0,1656303037,2022-06-27 04:10:37,26.066666666666666,8.116666666666667
"That was a good one. Not much in the way of story or the missions being somehow linked (despite all playing during the second world war), and the ""base management"" between missions was kinda unnecessary, but the missions themselves had it in them. Really challenging, some of them. Although they vary in difficulty. Mission 13 was really easy compared to mission 10 and 14 for example. Also, the AI is kinda dumb sometimes, and does weird things if suspicious or if a soldier actually has discovered a member of your team. Other than that I really enjoyed the gameplay and the numerous ways how to successfully complete the various missions. Oh and the russian is beautifully spoken, as well! Nice job!",True,0,0,2628,2628,0,1656168592,2022-06-25 14:49:52,43.8,43.8
"Gameplay controls are clumsy, feels slow, lots of quality of life issues make immersion impossible, and unfortunately in a genre with many incredible options this game doesn't really offer compelling strategy or story to make up for its issues.",False,0,0,83,83,0,1656100488,2022-06-24 19:54:48,1.3833333333333333,1.3833333333333333
"This game is a lot more flexible than Shadow Tactics or Desperado's III, with a nice mix of stealth and combat. It doesn't have the widest color pallet and the dialog between missions is humorless and boring, but I enjoyed the Eastern front setting. There are lots of small interface issues that can cause some frustration, but by far the biggest problem for me is the very basic base building/hunger maintenance you have to manage between missions. No part of this is fun. It's just a chore. It pads the game with extra hours which would be better spent in missions. There is also a morale meter, but I never even thought about this or worried about it, playing on Normal. It's a unique style of game, not very common. Soft recommend.",True,1,0,1108,309,0,1655901323,2022-06-22 12:35:23,18.466666666666665,5.15
"If I fart I'm spotted, when I'm spotted I'm mobbed by an entire squad with machine guns and grenades and dead within moments, even when trying to do a walking retreat from cover to cover and throwing grenades too. It's tough to tell what's good cover and concealment when the default view seems to wind up being top down. Seems like wherever I turn there's someone off screen zeroing in on my squad's bare butts. Wherever we take cover is instantly flanked, flushed with a grenade, or suppressed with nonstop machine-gun fire. I'm playing on easy. So, yes. Skill issue. But I don't even get the chance to be bad. The controls feel wonky, too. Maybe I'm not giving it enough time, but I'm also just not that really compelled by the story, either. Sorry, it seems to be great for others. But I didn't get my money's worth for this, tbh. There's better squad stuff like this out there. Really tough stuff too, but the rules are understandable.",False,1,0,312,289,0,1655871703,2022-06-22 04:21:43,5.2,4.816666666666666
"I have three injured partisans and I cannot heal them in the medical tent in the camp. I drag one injured partisan in the slot and the try to press the ""apply"" button but nothing happens.",True,0,0,1614,733,0,1655862004,2022-06-22 01:40:04,26.9,12.216666666666667
"maybe im missing something, but this game is seriously missing something. It seriously manages to attempt a new style of game than ive been exposed to. The issue is that, like a dish that looks good, if it is missing seasoning no one really gonna give af, they not gonna enjoy it. its bland. its cheesable. its lacking in costumization. this a humunculous game, a genuine and unique creation...but why?",False,1,0,1118,1118,0,1655761839,2022-06-20 21:50:39,18.633333333333333,18.633333333333333
