review_text,rating,helpful,funny,playtime_forever,playtime_at_review,playtime_last_two_weeks,timestamp,datetime,playtime_forever_hours,playtime_at_review_hours
"Brothers in Arms: Hell's Highway is a first-person tactical shooter set in WWII.  It sets itself apart from other WWII games by providing the player with a unique tactical perspective.  You command your squad as they fight their way through the villages and towns of the Netherlands against the German occupiers.

Each of the men in your squad has a unique personality, and you have to make some tough decisions under pressure that can sometimes have tragic consequences for your brothers in arms.  This makes you very invested in both the story and the men under your command.",True,0,0,950,950,0,1703786915,2023-12-28 18:08:35,15.833333333333334,15.833333333333334
"Initially I was excited about the game... back when I got it.
I actually tried to have fun, but the game has so much narrow story telling, stiff mechanics and ""DO THIS ONE THING"" scenarios that it became a chore.",False,1,0,438,438,0,1703442879,2023-12-24 18:34:39,7.3,7.3
"Honestly, one of the greatest WW2 game ive ever played, exciting gameplay, in which you have to use strategy in order to advance. On top of that, the game holds a great story which is what makes it special. Cant wait for the next game",True,2,0,480,480,0,1702502760,2023-12-13 21:26:00,8.0,8.0
"While it’s not a rupture from the series roots, this is still an excellent experience, thanks to a thrilling story and a group of characters that can touch the player. The tactical nature of the gameplay is still a distinctive approach in the World War II genre.

https://steamcommunity.com/sharedfiles/filedetails/?id=3102831523

https://steamcommunity.com/sharedfiles/filedetails/?id=3101974601",True,5,0,414,414,0,1701525111,2023-12-02 13:51:51,6.9,6.9
100% recommend played this beauty on Xbox 360 days and loved every second of it so I bought it on PC to play it again like old times and its amazing. great Nostalgic game,True,1,0,905,177,0,1700790940,2023-11-24 01:55:40,15.083333333333334,2.95
"The first Brothers in Arms was one of my favourite PS2 games so this one was a must have on Steam.
It was released in 2008 (see [url=https://en.wikipedia.org/wiki/Brothers_in_Arms:_Hell%27s_Highway] [u]wikipedia[/u] [/url]

It now gave me a General Protection Fault warning and it would not start the game.

Installing the [url=https://www.nvidia.com/en-us/drivers/physx/physx-9-21-0713-driver/#]  [u]latest[/u] [/url] Physx drivers did the trick.

Sometimes it is advises to also install the [url=https://www.nvidia.com/en-us/drivers/physx/physx-9-13-0604-legacy-driver/] [u]legacy[/u] [/url] physx drivers but for me that was not necessary.

It still is a great game to play.

15 EUR for the Brothers in Arms Pack with all the 3 Brother in Arms games is a great deal!",True,0,0,775,771,0,1700326768,2023-11-18 16:59:28,12.916666666666666,12.85
"Despite having not aged all too well it is still one of the best World War 2 games out there. A gripping story paired with, at the time especially, unmatched realism. A must-play for any fan of historic military action.",True,0,0,399,216,0,1699907072,2023-11-13 20:24:32,6.65,3.6
"8/10

Unlike the nostalgia-drenched reviews below me, I consider this game a side step or ""side-grade"" to the original two Brothers In Arms games and not the true upgrade it should have been. It's average to above average. I'd still recommend it, especially to those who have already invested their time in the first two games. But wow, is it annoyingly flawed. While the first two games have this ""heavy"" clunkiness about them (which, truthfully, gave them some of the realistic ""weight"" they're known for), [i]Hell's Highway[/i] is considerably smoother and yet still couldn't escape its own form of gameplay clunkiness.

[h1]Pros:[/h1]
[list]
    [*]The continuing staple of the franchise, the score was once again the easy highlight and laid the foundation for everything else. It really elevated the game as a whole.
    [*]The audio and sound effects are top notch. I appreciated the team reusing a lot of the same audio files from the first two games, for continuity's sake.
    [*]The intro cinematic was fantastic, particularly after just having finished the first two games.
[/list]
[h1]Cons:[/h1]
[list]
    [*]Relative to the first two games, this feels like a generic shooter with Brothers In Arms mechanics attached.
    [*]The game plays out more like a Hollywood movie with oodles of melodrama. You lose your chapter-by-chapter storytelling from D-Day onward like you had in the first two games.
    [*]Considerably easier than the first two games to the point where it's honestly just faster to pick up a Kar98k and do everything yourself. You'd have never done this with [i]Road To Hill 30[/i] or [i]Earned In Blood[/i].
    [*]The cover system has been done miles better in other games. You can't blind fire over cover. You can't ""snap"" to cover (called ""digging in"") unless you're extremely close. You can't use iron sights while ""dug in"". You can't traverse gaps in cover while still crouched (i.e., you have to exit cover, stand up, move, then get back into cover). You can only exit cover by pressing 'S', even at odd angles.
    [*]You become nigh invincible while ""dug in"", but, if you wanted to switch to ""soft"" cover and use your iron sights? You suddenly start taking shots from over and from the side of the same exact cover.
    [*]You can pretty much only sprint in a straight line. Sprinting is controlled via the 'A' and 'D' keys and not the mouse, but it's clunky and the delay between exiting cover, starting to sprint, and trying to get back into cover means you'll die more than you should.
    [*]Slow-motion kill shots were completely unnecessary and took you out of the game.
    [*]You stay zoomed in after you reload and there's no way to disable this.
    [*]If you bump into an enemy tank, you automatically die.
    [*]One level just... randomly turns into a horror game. It's incredibly jarring to have such a genre shift mid-game.
    [*]No extras? Really? The extras in the first two games were the absolute gold standard. What a complete and utter shame those were not added in here.
[/list]",True,0,0,759,759,0,1699876683,2023-11-13 11:58:03,12.65,12.65
I remember having nostalgia from playing this game as a kid on the PS3. I played the demo for hours and hours. Now I could finally play it as an adult I am left sour. Unfortunately nostalgia is not always good. I wish more games adopted the suppression mechanic but ultimately it turns into a snooze fest. It is a shame because they made a gritty gory game that you no longer see. Being from 2008-2009 I didn't expect much but it really is a glorified cover shooter that gets old fast. This is coming from someone who loves Mass Effect. There is no variety. They threw in a tank mission which was decent and the weapons actually work (unlike some modern games and previous BIA games).  I will have to give this one a pass.,False,2,0,415,415,0,1699664023,2023-11-11 00:53:43,6.916666666666667,6.916666666666667
"Hell's Highway is to the Brothers in Arms franchise what DS3 was to Dead Space. 
The only people who unironically like this game are the ones who haven't played the prequels.",False,0,1,1595,1595,0,1699015853,2023-11-03 12:50:53,26.583333333333332,26.583333333333332
One of the best singleplayer WW2 games of all time. Nostalgia hits so good. I still deeply depresses me that we never got a modern Brothers in Arms.. Gearbox claims they're making a new one as of 2021 but haven't heard anything since then :(,True,1,0,498,498,0,1698554703,2023-10-29 04:45:03,8.3,8.3
"Absolutely amazing in it's own right. 15 years later and it's still fantastic. I feel like COD and MW kinda killed the opportunity for games like this. 

You start out controlling a small Squad and learn how to use them to flank, suppress and take down the Germans in a wonderful campaign.
 
There are not enough games like this and I would love for a sequel and I know many others would as well.",True,0,0,739,739,0,1697562491,2023-10-17 17:08:11,12.316666666666666,12.316666666666666
"Today it's been 79 years, still this is the only ww2 game that makes me appreciate all that those guys did, and sacrificed fighting to liberate europe from oppression. This game may be 15 years old, but it still hits harder than most AAA games these days.",True,8,0,1238,1238,0,1694933774,2023-09-17 06:56:14,20.633333333333333,20.633333333333333
"I have a lot to say about this game, I went over 1000 characters over the limit, so my full thoughts are here:
https://pastebin.com/aL7JYPMt

I might be recommending it, but it hurts me still. The game is a shell of its former self, and ends on a cliffhanger, unresolved for years thanks to disgusting Randy hyperfocusing on Borderlands after that released.
Think of it as an ok game, better than a lot of mid shooters, but not something amazing.

The gameplay has been dumbed down, instead of covers working naturally when you crouch, you have to press a dedicated gears of war button, the health is no longer permanent, instead you have hp that recovers when hugging a wall, there is now janky sprint and vaulting, the former of which doesn't even give you higher defense against enemy fire, so switching covers sometimes feels like rolling dice, as you will be gunned down in 2 seconds if enemy shoots at you, and now they can do it even when suppressed, with no accuracy penalty, just way less likely. After you clear some of the pretty well designed encounters, you are forced sometimes to take sloppy seconds, as an invisible trigger causes enemies to get out of nowhere into the arena, like out of a ♥♥♥♥♥♥♥♥ clown car.
Also the cutscenes are now in third person too, so their scripted triggers feel even more out of place, and on top of that they lead to to convoluted scenarios where you dont even have your squad, and have to navigate narrow corridors, no interesting flanks to use.
To top it off you have turret section level flashy power fantasy, of driving a tank, not even as baker, just suddenly play as some rando tank driver and mass murder helpless ai as it pours into the meat grinder without second thought. What remains of the old games really carries this one hard.

Sound can be pretty good, but a lot of new ones are way less powerful than before, especially m1 carbine and smgs. The voice actors are the same, and try their best with the...uh, material given. Music is decent, but less memorable.

Visuals are freshened up, new weather effects, higher resolution, similar attention to the realistic looks of it. But the abundance of gore ends up making it less impactful, especially with those out of place slow mo zoom ins. Lastly some missions have single color filters, because almos every game needed that sh*t around this one's release.

Lastly the story, the writing is not as good, the chemistry is different, and a lot of conflicts feel like high school drama between immature idiots, compared to the feeling of camraderie through hardships in the first two. My full review has some spoilers with more specific gripes, but even then at least some parts of the old charm can shine through here and there, enough to keep me going. In the end, it doesn't matter, the conclusion is half baked, and game ends with ""to be continued', thanks Randy, you f****g wh***e.

For WW2 shooter fans, I think I could recommend it as an accessible entry in the series that still showcases some of the more interesting mechanics and approach to combat, if they like those quirks enough, then they don't even have to finish this game, and can just go back to play the first two.
For the fans of BiA, if you were satisfied with the closure the first 2 games gave, like I was, you can just not play this. I haven't played it for years, and now I see that it might have been for the better.
But if you are really curious, if you want to see the direction the characters were taken, and just check out the wreckage that Randy left before abandoning the series, then feel free, just lower your expectations accordingly.

",True,2,0,430,430,0,1693527100,2023-09-01 00:11:40,7.166666666666667,7.166666666666667
"Heartbreaking, depressing, and engaging story. This is the most memorable WW2 FPS game I've played. Besides Wolfenstein, this game is also the most gruesome WWII game in a realistic way. I am still waiting for the real sequel.",True,0,0,396,396,0,1693055241,2023-08-26 13:07:21,6.6,6.6
"I just want to say that this game is an old classic. It's all about strategy, not just run & gun, spray then pray. It is more about the bonds shared between brothers and comrades in arm, deepening the story plot, and gaining the players' moral attitude towards saving their brothers in action. I just wish the producers of this great game would make a come back with an addition to the title in the near future. But so far the talk of it is up in the air. The franchise was strong enough to earn fan support, especially in communities that love history of warfare and studying the perilous journey of U.S. soldiers fighting the German War Machine in World War II's European Theatre. It is very realistic, all the way down to the authenticity of the weapons and the uniforms you see the troops wearing in combat. Every detail is right on point with the U.S. Army, circa 1944. (I 10/10 WOULD RECOMMEND giving this wonderful historic game a try. Even though it's older, it still plays pretty well with the right settings applied. There are still also very fun old mods potentially still out there, (THIS AHEAD IS FOR THE OLDER BROTHERS IN ARMS ONLY, SEE ROAD TO HILL 30 & EARNED IN BLOOD), like Rendrocs Warzone Mod, which adds even more random soldiers into the fray for both sides. Also through Rendroc, there are/were, unique command mods like Rendrocs Command Mod, for example. Which enhances the players Team Command strategies in an interesting way, as well as sound affect files to enhance the gun sounds, explosions, reloading, dialogue, etc. All just the more reason to give it a try, at least before this game becomes so entirely outdated that it becomes increasingly harder to find. It is a great game! I have always had a soft spot for it. Reminds me of the simpler times...",True,0,0,4965,2776,0,1693022816,2023-08-26 04:06:56,82.75,46.266666666666666
I haven't played this one as much as the first two games but they were so much fun back in  the day. FPS with some really fun and fluid squad management. If you're into ww2 shooters these games are definitely worth checking out.,True,0,0,170,170,0,1693017908,2023-08-26 02:45:08,2.8333333333333335,2.8333333333333335
"Of course I would recommend this game, it was my childhood. The only problem I had was it never loaded for me, so I had to refund and I was absolutely gutted, I loved this game so much and was looking forward to replaying it for the first time in a while. 

I have not been on PC for a year yet, and I'm already applaud by how Steam/Valve work things. Bearing in mind my PC is very high-end so I should run this game like absolute clockwork.",True,0,0,8,8,0,1689796651,2023-07-19 19:57:31,0.13333333333333333,0.13333333333333333
"I really don't understand the appeal of this game. Gameplay is incredibly repetitive and consists in using your squad to suppress the enemy, slowly flank them, and throw a grenade/snipe the MG guy. I played 2 hours and I did only that for I lost count how many times.
Oh, and don't bother trying to understand the plot if you didn't play the series or you are not a massive WW2boo. I enjoy the genre, but most of the time I was wondering myself what the characters were talking about.",False,1,0,128,128,0,1689445052,2023-07-15 18:17:32,2.1333333333333333,2.1333333333333333
"This game holds up really well still because of the suppress and flank puzzle-like gameplay, and decent story. It's a bit surprising this type of thing hasn't been attempted again. You could see this gameplay working on a modern AAA title of many themes.",True,0,0,770,130,0,1688756610,2023-07-07 19:03:30,12.833333333333334,2.1666666666666665
"Really miss this series, the only FPS that actually gives you some depth with your combat by commanding where squads should take cover, move, assault, flank, throw grenades, charge and suppress, you can clear entire sections without firing your weapon once with good squad movements. Graphics and presentation still look great 15 years later. If you're a fan of WW2 especially the show Band of Brothers you'll feel at home with this series. The earlier titles were far more difficult than this game but will help with the understanding of the story, even still it's easy to get sucked in and like the characters over time if you make this your entry into the series.",True,0,0,292,245,0,1688388365,2023-07-03 12:46:05,4.866666666666666,4.083333333333333
"My childhood game, the first WW2 series with the best story line and combat mechanism ever.  
The game is truly unique by the time the first installment is released. I only played Road to Hill 30 for 2 years (2009-2010) without knowing there's a 2nd and 3rd installment. My dad bought the game for me after that, very excited that I finally played all the series.

The way Sgt. Matt Baker lead his squad, the PTSD he need to handle, how he treats his squad as his best friends, a mind blowing myth about a single pistol, and holding a truth that makes his squad lost their trust against Baker is something that will never escape my mind. If you really want to know what Ubisoft was back then, this is it, the peak era of Ubisoft besides Assassins Creed and Far Cry. From the first game you'll see many good improvement throughout the series, the differences between the 2nd game is you play as Baker's best friend, Cpl. Joseph ""Red"" Hartsock who got promoted into sergeant by the time of Carentan offensive. Trust me you'll never get bored repeating this game even after 14 years after its first release.

The series is a MUST TO BUY, even if you don't like WW2 but believe me by playing this game you will like it. I'm writing a review for it is because I'm one of the people who still waiting for the 4th installment, or maybe a remastered of the three games. 

This series will always belongs to my heart and no games until now that can beat it. 
",True,6,0,2141,1533,0,1686932326,2023-06-16 16:18:46,35.68333333333333,25.55
"Played all three BIA games on Steam and all where fantastic and held up very well. Hell's Highway was just as great as I remembered, one thing that bothers me is you can't skip the long cut scenes  but it is what it is. Hoping to see a fourth game soon.",True,0,0,460,460,0,1686895823,2023-06-16 06:10:23,7.666666666666667,7.666666666666667
"wish there was more games in this genre of controlling small squads of soldiers while having the agency of a player yourself (not just a regular RTS). 

The game definitely has pacing issues and the difficulty doesnt peak beyond the first level or two so replay ability is quite low even with the ""authentic"" difficulty offered after your first play through, not to mention the fact that you cant skip the cinematic cut scenes which do try very hard to reach film levels of character development and stakes but ultimately show their age in both visual and story telling fidelity.

overall a fun WW2 shooter that gave me a good dose of ""Band of Brothers"" in video game format that i would recommend if its on sale.


Multiplayer doesnt exist anymore but I remember it fondly from the PS3 days :D",True,11,0,669,669,0,1686394963,2023-06-10 11:02:43,11.15,11.15
"Year 1: I can't stress how amazing this game is. It was perfect. Down to the last minute details. I need more!
Year 2: They don't make games like this anymore. What a ride into the glory days. I can't wait till next year!",True,0,0,2293,1846,0,1683388218,2023-05-06 15:50:18,38.21666666666667,30.766666666666666
"A fantastic squad-based FPS with a pretty stellar story. Your squad mates, for the most part, have really good AI and don't make too many dumb decisions. While backstory and knowledge of the previous games will certainly help, you can skip straight to this one. The mechanics are much more finely tuned over the previous two and is a better experience for it. This is definitely one of the best WWII shooters I've played. History buffs should not miss this one.
",True,0,0,539,539,0,1682626227,2023-04-27 20:10:27,8.983333333333333,8.983333333333333
"It's got pretty bad graphics even for a game that came out in 2008 and the enemy count per mission is pretty low compared to something like COD MW1 (2007). I wouldn't say the story is great too. It's got a few errors were British soldiers are wearing American uniforms. The animations are a little stiff too even for it's time period...... But it does have some good things about it. I like that you can command your squad to do the tasks you need such as bazooka destroying MG nests, vehicles and towers. The MG squad holding down fire as you move the assault squad further up the battlefield to engage the enemy. It has pretty good explosion damage too because you see enemy legs, torsos and arms blow off if you hit them in the right spot. So it does have some good things about it. 

I would have to give it a 7/10 because the last few things actually save it from being a 5.

",True,0,0,133,122,0,1682042322,2023-04-21 01:58:42,2.216666666666667,2.033333333333333
"Combat Vet - Seen some ♥♥♥♥ - shouldn't have played this - gotta talk to therapist.

Having said that, BiA has done really well with this one given how ♥♥♥♥♥♥♥♥ the AI was in the previous titles (although amazing story so worth it). If you wanna know what war is like without actually going to war, this is it. Basically Band of Brothers as a video game franchise",True,1,1,344,213,0,1681175117,2023-04-11 01:05:17,5.733333333333333,3.55
"This was my very first PS3 game back in 2008. I've loved so many games but this one is like my first love. Do you ever wish you could play your fave game again like it's the first time? Well, playing it on PC satisfied that wish. Like the first time, it still took me longer than others to finish it coz I refused to finish a chapter with anybody dying on my team. Sounds silly but this game really made me feel like I'm part of the story. Game played well on my PC with the the graphic settings on high. If you love Brothers in Arms, or tactical, or strategy, or WWII games, just get it!",True,9,0,1396,1267,0,1681027378,2023-04-09 08:02:58,23.266666666666666,21.116666666666667
"This is legit one of the biggest lies shown at E3 since Watch Dogs,  The retail version that came out almost 14 years ago, was nothing compared to what they had shown back then..  I still cant believe they released this abomination and everyone fell for it.  Gearbox should had been held accountable like they were for Aliens Colonial Marines..  We should always remember Gearbox have a ridiculous record of promising things in demos and not providing in final gameplay.  Eat ♥♥♥♥ Gearbox for screwing your fans over like this, and ♥♥♥♥ Pitchwork for ruin the franchise.",False,1,0,989,960,0,1681000017,2023-04-09 00:26:57,16.483333333333334,16.0
"A really great story, very good game.
Better if you played the two previous ones (which are also good games).

-FPS with a mix of strategy.
-Horror elements & war PTSD.
I love when games are more than what they appear to be; i.e. [i]Spec Ops: The Line[/i] did that very well too. Here you don't really expect it so it's a good surprise.
-Beautiful graphics, lighting & color palette, even if it's from 2008!
It's impressive what Gearbox was capable of back in the days…
-The amount of details is still neat.
-Semi-destructable environments, covers.
-Lots of cinematic cutscenes, a mix between movie and a game. It's very nicely crafted.
-Good VA and immersive soundtrack.
-You have some sections where you can use a tank; it's very fun!

Don't mind my playtime (4.2 hours), I play most of my solo games with cheats (god mode plus infinite ammo in this case). I'm mostly a casual here for the story.

I hope they will create a 4th game someday!
With its various characters and unique recipe, there is a huge potential!

Recommended, especially if you want more than a war game!",True,6,0,250,250,0,1680459011,2023-04-02 18:10:11,4.166666666666667,4.166666666666667
"I really enjoyed playing Brothers in Arms: Hell's Highway. It was a pleasure to see the Dutch levels and some of the new graphic innovations that were introduced in this game. I thought the gameplay was engaging, and it was interesting to see the flanking and suppressing mechanics from previous BoA games being used in a different way. Overall, I had a great time playing Hell's Highway and would recommend it to other fans of the series.",True,3,0,584,584,0,1680427835,2023-04-02 09:30:35,9.733333333333333,9.733333333333333
"This game is lightyears better than both of its two predecessors (Road to Hill 30 and Earned in Blood) in almost every way. 

For one the story/subplot is far more fleshed out and entertaining (both in substance and in comedy/drama).  There now exists a cover system that makes the ""suppress and flank"" mechanic feel more fluid. The overly unrealistic ADS inaccuracy that prevented you from being able to kill enemies even at an extremely close range is no longer present. Regardless if you are using the 3rd person crosshair while in cover or the 1st person sights while ADS, you can now more naturally and accurately engage enemies. Grenades now have a far more realistic blast radius and an aiming reticule now exists to show you where it's going to land.

Overall, this game is a vast improvement over Road to Hill 30 and Earning in Blood. At this point, the only point in buying either of those games is solely to experience/learn the backstory to the subplot that you're exposed to in this game.",True,7,0,1353,287,0,1680253183,2023-03-31 08:59:43,22.55,4.783333333333333
Fun and immersive with a very well done story. will run on anything although the stock key binds are a bit weird but this is easy to fix and very historicity accurate,True,0,0,329,312,0,1679537358,2023-03-23 02:09:18,5.483333333333333,5.2
"Trip back to not so good graphics, but suprisingly good AI. Takes a while to get used to wierd controls, but due to the mechanics it would be even more difficult to re-bind them on different keys. Also the tutorial is worth not skipping. BiA is way more cinematic, then I remember it. All in all a time good spent. On normal difficulty takes about one sunday evening.",True,0,0,375,375,0,1679356643,2023-03-20 23:57:23,6.25,6.25
"Still remember my dad playing the first games when I was younger so I'm glad that I get to play the last good brothers in arms game. I really hope that one day, brothers in arms gets either a remaster or a reboot. I really do love this game series and this game really shows what could of happened if they continued to produce more. Heck, if they made it open-world with thousands of objects and tedious I WOULD still play the game.",True,0,0,2563,658,0,1674821060,2023-01-27 12:04:20,42.71666666666667,10.966666666666667
"The A.I. is janky as hell. Sometimes the light machine gun squad won't fire when told to. Story is kinda weak and drama filled, last mission is anti-climactic, but the combat is pretty solid over all. I don't see myself doing a second playthrough any time soon.",True,3,3,1145,212,0,1674474007,2023-01-23 11:40:07,19.083333333333332,3.533333333333333
"It's a difficult one, this. 

I'm saying ""no,"" as it feels like a downgrade from the original game. To be fair, it was ages ago that I last played the original, but Hell's Highway is not a complex game. There aren't dozens of layers to it that might throw off your memory. It's a cover shooter with the notable addition of simplistic squad management and suppression. That's pretty much it. 

It's also the premise of the original. In hindsight though, there are areas where the original is clearly better than this one. For example, the tank combat in the original - a non-directly-controllable and vulnerable Stuart - is vastly superior to the invulnerable (sans any infantry cover) Sherman in Hell's Highway. 

While a matter of taste, I prefer the simpler but crisper graphics of the original Road to Hill 30’s Unreal 2 to the muddy, overshaderized Unreal 3 of Hell’s Highway. 

The AI is lacking enough to make the squad system problematic. Say, for example, that an enemy is completely suppressed by one squad and you send your second team to flank them. You’ve done everything right and should expect to win, but your guys might just wait several seconds to fire without any clear reason to. Which means they’ll suffer casualties. 

Thanks to the unreliability of your squads, it’s often easier to just play whack-a-mole with a rifle, against the inevitably appearing enemy heads. Which gets samey as fast as it sounds. This isn’t a twitch shooter. 

Having said all that, I finished the game and don’t regret it much. It’s shortish, it’s got a couple interesting scenarios, and the storyline, while slightly tough to penetrate, is at least somewhat believable. The dialogue is good enough to make it clear that they didn’t skimp on the writing team. It’s not devoid of unintentional cheese, but the good bits far outweigh the baggage. 

Still, it feels like an expansion pack, in which case it would’ve been a middle child. There’s no clear beginning or end to it, and with the downgraded (or at least unupgraded) mechanics, it doesn’t feel like the design team was motivated enough. 

PS: it doesn’t work with bluetooth headphones, at least not with mine. It’s a fairly common issue online. Fortunately I also have an optional audio cable. Otherwise the game is bug-free for me.",False,1,0,456,456,0,1674143257,2023-01-19 15:47:37,7.6,7.6
"Now one fell asleep in the street
And he never woke up
Now one died in pieces
In his bed with the mouth full of bones
And one threatened me long ago when I saw him
Melt in the bright light of day
And one laid to rest in a field under starlings and crows, hey!
I've been wandering sideways
I've stared straight into the sun
Still, I don't know why you're dying
Long before your time has come
Your time has come
Now one took some bullets in the chest in a deal gone wrong
One got a little too depressed and he went and jumped the gun
One got shot right in the face and he somehow survived
But he doesn't know my name or who I am
And I'm not surprised, hey!
I've been wandering sideways
I've stared straight into the sun
Still, I don't know why you're dying
Long before your time has come
Yeah I've been wandering sideways
And I've stared straight into the sun
Still I don't know why you're dying
Long before your time has come
Your time has come, yeah!
I've seen fifty thousand names all engraved on a stone
Most of them, met an early grave years before I was born
All of them left brothers and sisters and mothers behind
And most of their family and friends alive, doing time
I've been wandering sideways
I've stared straight into the sun
I don't know why you're dying
Long before your time has come
Yeah, I've been wandering sideways
I've stared straight into the sun
And I don't know why you're dying
Long before your time has come
Long before your time has come
Long before your time has come
Your time has come",True,1,0,1122,640,0,1672682333,2023-01-02 17:58:53,18.7,10.666666666666666
"""To be continued""

14 years later and we still don't have our 4th game. 

Regardless, pick up this series. It's one of the best WW2 story-driven games I've ever had the pleasure to play.",True,46,0,856,856,0,1672100303,2022-12-27 00:18:23,14.266666666666667,14.266666666666667
"This game is everything I want in a shooter and nothing I don't want.

Want a real story worthy of telling, that happens to be told in the medium of a video game? This is what you're after

Sick of sitting in queues to join multiplayer matches featuring 12 year-old boys shouting racist, sexist, and homophobic slurs at you? This is what you're after

Want to spend more time assessing the battlefield and coordinating movements between different units than firing your weapon? This is what you're after

Want something where the units move like humans and not like some kind of super-mutant bioweapon? This is what you're after

Want something that feels like a play-through cinematic war piece? This is what you're after

Want to go bang bang shoot shoot boom boom, run on walls, fall 500 feet and survive, face an entire nation's military force as a single super warrior, carry a nuke in your backpack, and wield a tie-die neon camo glow in the dark ultra whizbang rifle + all the attachments you've ever seen on your favorite youtube channel? Not your game

Het biedt ook een echt Nederlandse omgeving aan. The scenery is *very* well done and looks *exactly* like The Netherlands

11/10. I'd pay 100 EUR for an updated entry in this series. Sorry, not sorry",True,10,0,522,303,0,1670930386,2022-12-13 11:19:46,8.7,5.05
"It's like if you took all the best elements of war movies, mixed them with a tactical game, added some drama, and spiced it all up with a healthy dose of historical accuracy",True,0,0,460,460,0,1669400733,2022-11-25 18:25:33,7.666666666666667,7.666666666666667
"[table]
    [tr]
        [th]pros:[/th]
        [th]cons:[/th]
    [/tr]
    [tr]
        [td]still good looking (for real)[/td]
        [td]garbage shooting mechanics[/td]
    [/tr]
    [tr]
        [td]cheap [/td]
        [td]another over-pretentious 'classic' story about Normandy [/td]
    [/tr]
[/table]


[b] Do you recommend this game? [/b] [spoiler]  [b] [i] *meeh* Only if you got money you need to spend on shi... [/i] [/b] [/spoiler]",False,1,0,52,14,0,1669243069,2022-11-23 22:37:49,0.8666666666666667,0.23333333333333334
"After playing a few hours, it becomes very clear that the game adopted a quite unusual shooting mechanism. During the game, as long as you are not taking cover and whenever an enemy shoots at you, you would invariantly and always take damages. 

While this usually won't be an issue in other games such as battlefields or call of duties, because in those games your enemies would always have the probability of missing you, in this frustrating game however, your enemies can always land damages on you. To put it more precisely, all enemies in this game are effectively aimbots, so as a matter of fact the game is cheating on its players and its entire mechanism is based on a rigged system. For a game that alleges authenticity and immersion of WW2, it is a death sentence.

Surely plots and musics are important. But remember, games are not movies and they are meant for playing. If a third person shooting game cannot even get its shooting mechanism right as our real world's physic prescribes, then it shall go down the history like rest of the garbages.",False,0,0,1898,719,0,1667400669,2022-11-02 14:51:09,31.633333333333333,11.983333333333333
"The most underrated game portraying 101st story ever.  Not many games can invoke true emotion as this series did.  Something it does very well is combat, not every weapon is pinpoint accurate and you won't be a hero non-stop.",True,0,0,391,391,0,1665413096,2022-10-10 14:44:56,6.516666666666667,6.516666666666667
"---{ Graphics }---
☐ You forget what reality is
☐ Beautiful
☐ Good
☑ Decent
☐ Bad
☐ Don‘t look too long at it
☐ MS-DOS

---{ Gameplay }---
☑ Very good
☐ Good
☐ It's just gameplay
☐ Mehh
☐ Watch paint dry instead
☐ Just don't

---{ Audio }---
☐ Eargasm
☑ Very good
☐ Good
☐ Not too bad
☐ Bad
☐ I'm now deaf

---{ Audience }---
☐ Kids
☑ Teens
☑ Adults
☐ Grandma

---{ PC Requirements }---
☐ Check if you can run paint
☑ Potato
☐ Decent
☐ Fast
☐ Rich boi
☐ Ask NASA if they have a spare computer

---{ Difficulty }---
☐ Just press 'W'
☐ Easy
☑ Easy to learn / Hard to master
☐ Significant brain usage
☐ Difficult
☐ Dark Souls

---{ Grind }---
☑ Nothing to grind
☐ Only if u care about leaderboards/ranks
☐ Isn't necessary to progress
☐ Average grind level
☐ Too much grind
☐ You'll need a second life for grinding

---{ Story }---
☐ No Story
☐ Some lore
☐ Average
☑ Good
☐ Lovely
☐ It'll replace your life

---{ Game Time }---
☐ Long enough for a cup of coffee
☐ Short
☑ Average
☐ Long
☐ To infinity and beyond

---{ Price }---
☐ It's free!
☐ Worth the price
☑ If it's on sale
☐ If u have some spare money left
☐ Not recommended
☐ You could also just burn your money

---{ Bugs }---
☐ Never heard of
☑ Minor bugs
☐ Can get annoying
☐ ARK: Survival Evolved
☐ The game itself is a big terrarium for bugs

---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☑ 7
☐ 8
☐ 9
☐ 10
",True,24,0,188,186,0,1663982037,2022-09-24 01:13:57,3.1333333333333333,3.1
"Wonderful story, i love the squad mechanics and all though it can be a tad difficult at times, there is always a way through. if youre gonna play this you cant play it like a normal FPS by just charging down the enemy like its DOOM. you absolutely NEED to take full advantage of your squads by putting them in solid areas and having them lay down cover fire while you find avenues of advance and flank the enemy, moving cover to cover. Sure it has dated graphics, but the story and game play allows that to be ignored",True,0,0,656,656,0,1663967789,2022-09-23 21:16:29,10.933333333333334,10.933333333333334
"I think this game has the highest percentage of cutscenes. It seemed that at least half the game was a cutscene. The story is an action comedy drama about WW2. In my opinion the comedy is not great and the dramatic parts were a little over the top. The action was nice though. What really saves this game is the gameplay. I enjoyed this game more the other two. It was nice to aim for a change. The cover system kinda sucks, because you can be behind cover and still get shot if you haven't pressed Q. Other than that I had no issues or bugs that hindered the game. Kinda wish they would have made another one, especially since the game ends with a to be continued.",True,0,0,391,391,0,1663630525,2022-09-19 23:35:25,6.516666666666667,6.516666666666667
I can't believe I bought this game.  I got SOOOOOO TIRED of all the f**king videos.  I wanna play a game NOT watch a movie.  WTF?!?!?  AT LEAST GIVE A WAY TO ABORT THEM!,False,0,0,49,49,0,1663535029,2022-09-18 21:03:49,0.8166666666666667,0.8166666666666667
